銘柄コード,銘柄名称,始値,高値,安値,終値,前日終値,出来高,時価総額 (百万円),発行済株式数,配当利回り (会社予想),1 株配当 (会社予想),PER (会社予想),PBR (実績),EPS (会社予想),BPS (実績),最低購入代金,単元株数,年初来高値,年初来安値
4902,コニカミノルタ(株),1327,1328,1288,1289,1332,2025200,647934,502664337,2.33,30.0,12.89,1.2,100.01,1072.06,128900,100,1652,1146
4911,(株)資生堂,2523,2563,2468,2468,2544,3901300,987200,400000000,0.81,20.0,,2.56,,964.13,246800,100,3328,1646
4912,ライオン(株),1074,1076,1021,1023,1062,1706000,305995,299115346,0.98,10.0,32.27,2.25,31.7,453.88,1023000,1000,1225,600
4922,(株)コーセー,11820,12060,11030,11120,12010,1091500,673789,60592541,0.67,74.0,39.16,4.44,283.99,2505.6,1112000,100,13670,4570
4924,(株)ドクターシーラボ,2160,2169,2100,2100,2177,159800,106795,50854600,1.95,41.0,19.35,4.54,108.5,462.86,210000,100,2495,1892
4927,(株)ポーラ・オルビスホールディングス,7220,7460,7050,7050,7260,308700,403852,57284039,2.13,150.0,37.12,2.19,189.92,3215.65,705000,100,8410,4835
4967,小林製薬(株),9310,9340,8870,8870,9430,127700,377197,42525000,1.04,92.0,27.78,2.54,319.28,3497.31,887000,100,10770,6860
4968,荒川化学工業(株),1121,1121,1060,1062,1121,33200,21701,20433700,2.82,30.0,8.98,0.47,118.26,2268.71,106200,100,1547,970
5002,昭和シェル石油(株),1036,1038,1005,1006,1037,1229300,379112,376850400,3.78,38.0,14.03,1.41,71.69,715.61,100600,100,1250,950
5012,東燃ゼネラル石油(株),1210,1218,1184,1185,1210,1805000,669741,565182000,3.21,38.0,28.78,1.6,41.18,741.42,1185000,1000,1267,974
5019,出光興産(株),2100,2129,2003,2003,2078,1147700,320480,160000000,2.5,50.0,5.72,0.55,350.1,3655.05,200300,100,2618,1853
5020,ＪＸホールディングス(株),470,473,455,455,468,12981200,1136694,2495485929,3.51,16.0,7.08,0.57,64.35,795.64,45550,100,568,417
5101,横浜ゴム(株),2321,2327,2160,2165,2382,1740500,367074,169549081,2.4,52.0,8.93,1.01,242.5,2135.18,216500,100,2904,2094
5105,東洋ゴム工業(株),2680,2684,2551,2558,2714,1206500,325324,127179073,1.76,45.0,27.07,1.83,94.49,1401.41,255800,100,3030,2107
5108,(株)ブリヂストン,4041,4044,3878,3878,4067,3945800,3153211,813102321,3.09,120.0,9.49,1.4,408.59,2765.74,387800,100,5182,3754
5110,住友ゴム工業(株),1701,1704,1619,1624,1718,1756100,427182,263043057,3.08,50.0,7.75,1.03,209.67,1579.25,162400,100,2313,1593
5186,ニッタ(株),2895,2895,2803,2825,2906,46700,85520,30272503,1.7,48.0,10.93,1.0,258.44,2812.29,282500,100,3530,2648
5196,鬼怒川ゴム工業(株),582,589,575,578,590,317000,38899,67299522,2.08,12.0,7.77,1.05,74.39,552.88,578000,1000,727,478
5201,旭硝子(株),720,725,703,703,721,5589000,834254,1186705905,2.56,18.0,20.31,0.65,34.61,1076.52,703000,1000,843,564
5214,日本電気硝子(株),541,546,522,523,536,4727000,260253,497616234,3.06,16.0,32.52,0.5,16.08,1041.28,523000,1000,726,505
5233,太平洋セメント(株),412,413,403,403,411,10309000,498834,1237800586,1.49,6.0,13.38,1.62,30.11,248.79,403000,1000,428,340
5332,ＴＯＴＯ(株),1779,1780,1685,1686,1788,2747000,596781,353962595,1.66,28.0,17.85,2.06,94.48,817.36,1686000,1000,2304,1237
5334,日本特殊陶業(株),2935,2959,2849,2849,2982,993000,636879,223544820,1.47,42.0,13.48,1.74,211.37,1635.46,284900,100,3900,2834
5393,ニチアス(株),764,782,756,763,776,510000,98046,128500619,2.36,18.0,10.92,1.16,69.86,659.19,763000,1000,857,637
5401,新日鐵住金(株),245,246,240,240,249,49475000,2284573,9503214022,,,8.44,0.74,28.48,324.28,240400,1000,350,227
5411,ジェイ　エフ　イー　ホールディングス(株),1859,1870,1786,1786,1882,6212100,1097387,614438399,,,,0.53,,3354.78,178600,100,3081,1734
5471,大同特殊鋼(株),442,445,433,435,450,3842000,189002,434487693,2.3,10.0,9.93,0.73,43.81,599.05,435000,1000,609,411
5486,日立金属(株),1538,1538,1474,1474,1538,1339100,632205,428904352,1.76,26.0,8.63,1.26,170.72,1169.88,147400,100,2124,1438
5631,(株)日本製鋼所,401,403,390,391,403,1764000,145242,371463036,1.28,5.0,21.55,1.05,18.14,372.07,391000,1000,585,376
5706,三井金属,249,250,242,243,249,6475000,139231,572966166,2.47,6.0,5.93,0.69,40.97,350.42,243000,1000,374,232
5711,三菱マテリアル(株),385,387,377,378,390,8413000,497030,1314895351,2.65,10.0,7.62,0.85,49.61,442.54,378000,1000,518,353
5713,住友金属鉱山(株),1521,1529,1443,1446,1541,6460000,841034,581628031,3.32,48.0,7.67,0.75,188.52,1925.66,1446000,1000,2040,1379
5714,ＤＯＷＡホールディングス(株),1045,1051,1021,1021,1057,944000,316455,309946031,1.76,18.0,11.19,1.58,91.24,645.62,1021000,1000,1243,837
5802,住友電気工業(株),1650,1663,1593,1593,1667,2792100,1264747,793940571,2.2,35.0,14.04,0.88,113.47,1812.95,159300,100,2037,1404
5857,アサヒホールディングス(株),1788,1828,1760,1760,1800,123100,63808,36254344,3.41,60.0,8.87,1.1,198.31,1601.68,176000,100,2376,1642
5929,三和ホールディングス(株),921,935,911,911,925,1413900,222212,243920497,2.2,20.0,15.21,1.75,59.91,520.25,91100,100,1113,779
5938,(株)ＬＩＸＩＬグループ,2455,2477,2420,2436,2502,1903800,762600,313054255,2.46,60.0,232.44,1.27,10.48,1923.66,243600,100,2973,2233
5947,リンナイ(株),9090,9120,8780,8780,9090,187500,458461,52216463,0.93,82.0,20.29,1.85,432.66,4742.57,878000,100,10150,7370
5949,ユニプレス(株),2263,2299,2146,2148,2272,202700,102350,47649173,1.63,35.0,9.46,0.81,226.98,2668.14,214800,100,2895,1892
5970,(株)ジーテクト,1255,1282,1245,1249,1251,125400,54870,43931260,2.08,26.0,10.15,0.52,123.04,2379.27,124900,100,1395,1022
5986,モリテック　スチール(株),301,307,297,299,309,25200,6745,22558063,3.34,10.0,13.4,0.52,22.32,570.02,29900,100,340,282
5991,ニッパツ,1162,1162,1110,1113,1174,1186700,271646,244066144,1.98,22.0,10.4,1.0,107.04,1110.67,111300,100,1497,979
6037,(株)ファーストロジック,2329,2329,2101,2142,2303,25900,11722,5472400,0.0,0.0,42.09,7.95,50.89,269.35,214200,100,5060,1582
6071,(株)ＩＢＪ,1482,1482,1346,1350,1496,134200,16808,12450000,,,30.89,10.92,43.7,123.68,135000,100,2043,713
6093,(株)エスクロー・エージェント・ジャパン,1784,1810,1668,1682,1845,83400,6826,4058000,,,34.4,4.29,48.9,391.78,168200,100,3036,1114
6094,(株)フリークアウト,1483,1572,1467,1467,1523,12900,9231,6292660,0.0,0.0,102.44,3.95,14.32,371.48,146700,100,3330,1190
6136,ＯＳＧ,2435,2435,2342,2351,2459,452000,225591,95955226,1.96,46.0,17.44,2.19,134.8,1075.35,235100,100,2939,1850
6146,(株)ディスコ,9060,9250,8820,8850,9160,227400,316134,35721371,,,,2.04,,4343.06,885000,100,12960,8340
6201,(株)豊田自動織機,5950,5950,5750,5750,6030,537700,1873584,325840640,1.91,110.0,14.34,0.75,401.06,7715.68,575000,100,7670,5400
6256,(株)ニューフレアテクノロジー,4865,4865,4630,4630,4895,10000,55560,12000000,2.7,125.0,6.86,1.19,675.0,3885.49,463000,100,6530,4170
6268,ナブテスコ(株),2395,2395,2311,2311,2421,983100,296422,128265799,1.9,44.0,,2.0,,1157.0,231100,100,3655,2311
6273,ＳＭＣ(株),27990,28555,27610,27610,29465,364300,1860068,67369359,0.72,200.0,18.55,1.94,1488.39,14267.67,2761000,100,39265,26755
6289,(株)技研製作所,1575,1585,1535,1540,1592,46700,39038,25349528,2.01,31.0,16.33,1.91,94.31,806.47,154000,100,2363,1401
6301,コマツ,2009,2034,1991,1994,2014,5911800,1938589,971967660,2.91,58.0,13.62,1.21,146.43,1654.48,199450,100,2686,1892
6302,住友重機械工業(株),520,524,502,502,528,4896000,308493,614527405,2.79,14.0,10.26,0.86,48.94,586.39,502000,1000,843,482
6305,日立建機(株),1751,1757,1705,1706,1760,1622100,366986,215115038,3.52,60.0,13.43,0.73,127.0,2344.73,170600,100,2597,1654
6326,(株)クボタ,1875,1885,1831,1831,1898,3664000,2281827,1246219180,,,,1.88,,973.45,1831000,1000,2194,1615
6361,荏原,477,480,468,476,484,5504000,221667,465686024,2.52,12.0,9.22,0.95,51.64,502.06,476000,1000,643,447
6366,千代田化工建設(株),874,874,831,832,875,4618000,216590,260324529,1.68,14.0,17.96,1.05,46.33,792.27,832000,1000,1164,810
6367,ダイキン工業(株),7157,7181,6981,6985,7238,1490400,2047401,293113973,1.57,110.0,15.68,1.91,445.43,3660.39,698500,100,9758,6855
6370,栗田工業(株),2571,2614,2520,2520,2526,1340400,300295,119164594,1.9,48.0,23.81,1.33,105.85,1889.16,252000,100,3150,2338
6371,(株)椿本チエイン,930,936,904,904,935,447000,173032,191406969,2.21,20.0,11.28,1.18,80.17,765.17,904000,1000,1250,858
6395,(株)タダノ,1600,1610,1543,1546,1649,1777000,200208,129500355,1.62,25.0,9.79,1.59,157.91,971.08,1546000,1000,2075,1340
6412,(株)平和,2385,2389,2313,2313,2387,406400,230858,99809060,3.46,80.0,8.86,1.2,261.03,1929.41,231300,100,2840,2202
6417,(株)ＳＡＮＫＹＯ,4650,4650,4565,4575,4665,329500,409909,89597500,3.28,150.0,39.11,1.06,116.99,4326.73,457500,100,5120,3915
6425,(株)ユニバーサルエンターテインメント,2350,2368,2271,2271,2376,128600,182123,80195000,,,17.92,0.79,126.73,2883.55,227100,100,3450,1806
6448,ブラザー工業(株),1644,1644,1603,1603,1657,1318300,444890,277535866,2.25,36.0,11.72,1.15,136.73,1393.9,160300,100,2192,1522
6460,セガサミーホールディングス(株),1270,1275,1250,1250,1279,2300300,332787,266229476,3.2,40.0,15.44,0.97,80.95,1286.88,125000,100,1878,1124
6463,ＴＰＲ(株),2896,2896,2780,2780,2933,149900,99938,35949099,1.73,48.0,7.67,1.29,362.46,2153.11,278000,100,3990,2590
6465,ホシザキ電機(株),7670,7700,7450,7460,7770,227300,540076,72396250,0.67,50.0,30.85,3.17,241.82,2356.65,746000,100,8340,5640
6471,日本精工(株),1492,1495,1430,1430,1494,3910600,788313,551268104,2.38,34.0,11.06,1.61,129.32,888.52,143000,100,2120,1322
6473,(株)ジェイテクト,1721,1748,1699,1699,1709,2433600,583243,343286307,2.0,34.0,11.89,1.2,142.86,1421.08,169900,100,2480,1617
6474,(株)不二越,553,558,546,546,560,1014000,136060,249193436,1.83,10.0,11.24,1.35,48.58,403.12,546000,1000,763,519
6479,ミネベア(株),1410,1423,1380,1380,1453,5998000,550851,399167695,,,10.32,2.19,133.72,630.11,1380000,1000,2358,1380
6481,ＴＨＫ(株),2095,2104,2055,2055,2109,1279500,275076,133856903,2.73,56.0,11.26,1.06,182.48,1941.87,205500,100,3345,1980
6501,(株)日立製作所,673,673,662,663,681,23768000,3204586,4833463387,,,10.33,1.06,64.2,624.2,663000,1000,923,639
6502,(株)東芝,367,373,363,363,384,76897000,1540368,4237602026,1.1,4.0,,1.08,,336.88,363500,1000,535,341
6503,三菱電機(株),1195,1196,1154,1154,1211,7514000,2477871,2147201551,,,11.26,1.26,102.48,914.43,1154000,1000,1718,1122
6504,富士電機(株),478,480,465,466,482,2975000,347862,746484957,,,11.48,1.18,40.59,394.95,466000,1000,617,450
6506,(株)安川電機,1364,1373,1340,1340,1390,1999000,352454,263025678,1.49,20.0,14.59,1.99,91.85,673.74,134000,100,1831,1264
6586,(株)マキタ,6890,6910,6660,6660,6870,369100,932458,140008760,,,25.11,1.81,265.22,3680.7,666000,100,7510,5040
6592,マブチモーター(株),5590,5600,5410,5410,5670,580700,383718,70927562,1.94,105.0,21.64,1.59,249.98,3394.54,541000,100,8230,4385
6594,日本電産(株),9500,9523,9200,9200,9506,1840200,2730039,296743363,0.87,80.0,30.17,3.5,304.97,2626.4,920000,100,11415,7616
6645,オムロン(株),4420,4445,4290,4300,4560,1949900,934811,217397872,2.14,92.0,14.05,1.82,306.1,2365.9,430000,100,5900,4090
6651,日東工業(株),2284,2285,2182,2195,2293,138700,94385,43000000,3.19,70.0,9.44,1.18,232.58,1858.98,219500,100,2933,2080
6674,(株)ジーエス・ユアサ　コーポレーション,447,450,436,436,453,3016000,180319,413574714,2.29,10.0,13.85,1.13,31.49,386.45,436000,1000,586,423
6702,富士通(株),598,602,583,583,602,16228000,1206821,2070018213,1.37,8.0,12.06,1.33,48.33,439.05,583000,1000,870,527
6703,ＯＫＩ,211,213,205,207,212,20094000,180540,872176028,2.42,5.0,8.17,1.51,25.33,136.75,207000,1000,272,205
6724,セイコーエプソン(株),1951,1968,1910,1926,1967,2957500,769697,399634778,3.12,60.0,9.84,1.37,195.65,1405.23,192600,100,2545,1809
6727,(株)ワコム,436,438,423,423,438,1334100,71507,169046400,4.26,18.0,19.96,2.34,21.19,180.62,42300,100,649,392
6741,日本信号(株),1110,1128,1087,1089,1121,326100,74422,68339704,2.02,22.0,12.38,1.02,87.97,1071.9,108900,100,1402,1020
6752,パナソニック(株),1322,1326,1297,1297,1337,10293900,3181610,2453053497,,,16.65,1.42,77.88,911.66,129700,100,1854,1180
6754,アンリツ(株),809,809,773,774,809,1099800,106901,138115294,3.1,24.0,13.3,1.34,58.19,578.66,77400,100,918,746
6755,(株)富士通ゼネラル,1495,1495,1439,1441,1502,451000,157469,109277299,1.25,18.0,10.77,1.89,133.79,761.73,1441000,1000,1827,1098
6758,ソニー(株),3123,3180,3051,3051,3162,10167200,3850857,1262162260,,,25.48,1.19,119.76,2566.95,305100,100,3970,2352
6762,ＴＤＫ(株),7360,7400,7030,7030,7550,2050700,911022,129590659,1.71,120.0,13.63,1.16,515.86,6061.04,703000,100,10450,6780
6806,ヒロセ電機(株),13560,13650,13150,13150,13860,156700,526273,40020736,1.83,240.0,20.35,1.61,646.08,8165.2,1315000,100,18990,12314
6841,横河電機(株),1420,1420,1375,1376,1426,1514300,369627,268624510,1.45,20.0,15.41,1.58,89.31,870.79,137600,100,1650,1198
6849,日本光電,2393,2393,2256,2256,2421,636100,202433,89730980,1.55,35.0,16.26,2.03,138.77,1111.99,225600,100,3490,2169
6856,(株)堀場製作所,4180,4180,4050,4050,4275,222500,172258,42532752,1.73,70.0,14.24,1.36,284.5,2983.43,405000,100,5410,3675
6861,(株)キーエンス,56200,57500,55300,55300,56390,367200,3362346,60801921,0.27,150.0,,3.53,,15674.9,5530000,100,70100,51000
6869,シスメックス(株),7380,7400,7040,7040,7360,912400,1465430,208157632,0.57,40.0,45.95,8.48,153.22,830.08,704000,100,8640,5050
6902,(株)デンソー,5375,5385,5144,5144,5429,1975800,4547649,884068713,2.33,120.0,14.66,1.16,350.99,4426.34,514400,100,6548,5091
6923,スタンレー電気(株),2333,2353,2215,2216,2363,752900,394005,177800000,1.53,34.0,13.25,1.21,167.27,1830.15,221600,100,3160,2215
6952,カシオ計算機(株),2313,2337,2247,2248,2334,1933300,604759,269020914,1.56,35.0,17.8,2.84,126.27,790.93,224800,100,2631,1736
6954,ファナック(株),19525,19850,19280,19290,19715,1400500,3972625,205942215,,,23.66,2.82,815.27,6845.44,1929000,100,28575,18220
6963,ローム(株),6500,6510,6370,6370,6590,625600,722358,113400000,2.04,130.0,22.74,0.91,280.18,7016.14,637000,100,9140,5840
6965,浜松ホトニクス(株),3000,3000,2905,2905,3005,926600,486675,167529968,1.17,34.0,25.52,2.64,113.81,1102.31,290500,100,3940,2685
6971,京セラ(株),6000,6025,5812,5812,5955,1590100,2194719,377618580,1.72,100.0,17.77,0.89,327.1,6499.44,581200,100,7207,5045
6981,(株)村田製作所,17385,17450,16455,16455,17550,1932300,3706712,225263592,1.22,200.0,19.04,3.01,864.41,5469.63,1645500,100,22220,12520
6988,日東電工(株),8022,8063,7805,7805,8172,1243700,1356185,173758428,1.67,130.0,14.53,2.05,537.06,3807.1,780500,100,10435,6427
7003,三井造船(株),190,192,188,188,189,7511000,156226,830987176,1.6,3.0,11.69,0.65,16.08,287.38,188000,1000,237,170
7011,三菱重工業(株),581,581,558,558,579,16800000,1884520,3373647813,2.15,12.0,14.42,1.03,38.73,542.36,558600,1000,805,546
7012,川崎重工業(株),456,458,443,443,459,14617000,740167,1670805320,2.71,12.0,10.73,1.72,41.3,256.87,443000,1000,647,423
7013,(株)ＩＨＩ,376,376,367,367,376,13541000,567675,1546799542,1.63,6.0,14.52,1.66,25.27,220.68,367000,1000,628,351
7014,(株)名村造船所,880,880,836,837,886,326700,57770,69020051,2.39,20.0,15.6,0.53,53.66,1573.35,83700,100,1339,771
7177,ＧＭＯクリックホールディングス(株),731,743,720,729,744,42100,83799,114950126,,,,3.84,,189.63,72900,100,1419,620
7201,日産自動車(株),1091,1096,1053,1053,1097,14964900,4760313,4520715112,3.99,42.0,9.1,0.89,115.67,1176.56,105300,100,1350,963
7202,いすゞ自動車(株),1379,1392,1318,1318,1381,4428600,1118645,848422669,2.43,32.0,9.99,1.42,131.99,926.25,131850,100,1824,1294
7203,トヨタ自動車(株),7124,7178,7000,7000,7192,9876600,23925982,3417997492,,,9.79,1.22,714.99,5741.66,700000,100,8783,6650
7205,日野自動車(株),1337,1342,1290,1290,1336,2183100,741209,574580850,3.1,40.0,9.99,1.74,129.1,742.8,129000,100,1916,1203
7211,三菱自動車(株),930,938,904,904,931,5556000,889230,983661919,1.77,16.0,8.89,1.32,101.68,682.3,90400,100,1168,871
7240,ＮＯＫ(株),2968,2976,2745,2750,3000,1010100,476131,173138537,,,10.81,1.1,254.4,2499.12,275000,100,4395,2692
7242,ＫＹＢ,355,355,343,344,358,1331000,88575,257484315,3.2,11.0,9.55,0.51,36.01,671.39,344000,1000,519,338
7245,大同メタル工業(株),1059,1064,1022,1022,1064,88300,45946,44956853,2.54,26.0,7.68,0.93,133.11,1096.86,102200,100,1359,980
7248,カルソニックカンセイ(株),838,843,791,791,848,1591000,216134,273241631,1.26,10.0,9.63,1.04,82.12,759.91,791000,1000,984,600
7259,アイシン精機(株),4280,4285,4115,4115,4380,1600400,1212586,294674634,2.43,100.0,11.64,0.99,353.62,4164.9,411500,100,5890,3990
7261,マツダ(株),2069,2080,2000,2004,2090,6133900,1202150,599875479,1.5,30.0,8.56,1.33,234.18,1503.91,200400,100,2910,1881
7262,ダイハツ工業(株),1450,1469,1404,1405,1483,3674000,600108,427122966,,,9.98,0.97,140.79,1442.33,140500,100,1853,1404
7267,ホンダ,3800,3813,3679,3679,3824,4920900,6665151,1811428430,2.39,88.0,12.63,0.87,291.3,4221.25,367950,100,4499,3420
7269,スズキ(株),4043,4045,3889,3892,4129,3662000,2183877,561047304,0.69,27.0,19.85,1.44,196.09,2696.62,389250,100,4780,3412
7270,富士重工業(株),4230,4249,4081,4081,4270,4540100,3194876,782865873,,,9.45,2.93,431.84,1393.99,408100,100,4828,3669
7272,ヤマハ発動機(株),2313,2325,2235,2236,2343,2211200,782369,349896784,1.97,44.0,10.27,1.54,217.65,1454.59,223600,100,3245,2108
7276,(株)小糸製作所,4090,4105,3875,3885,4160,625300,624667,160789436,,,16.87,2.31,230.25,1683.8,388500,100,5040,3420
7278,(株)エクセディ,2765,2765,2661,2661,2775,112700,129308,48593736,2.63,70.0,12.17,0.81,218.7,3305.07,266100,100,3310,2523
7279,(株)ハイレックスコーポレーション,3720,3745,3605,3625,3775,10000,138536,38216759,1.42,51.5,8.93,0.98,405.87,3702.04,362500,100,4310,3205
7280,(株)ミツバ,2072,2072,1954,1954,2101,186100,89067,45581809,0.72,14.0,6.73,1.09,290.44,1799.37,195400,100,3575,1863
7282,豊田合成(株),2358,2370,2270,2270,2377,340300,295123,130010011,2.47,56.0,12.78,0.93,177.69,2452.04,227000,100,3150,2218
7296,(株)エフ・シー・シー,1833,1839,1802,1807,1850,302600,95128,52644030,2.21,40.0,13.95,0.77,129.51,2347.57,180700,100,2267,1755
7309,(株)シマノ,16120,16160,15490,15490,16330,443100,1436233,92720000,1.0,155.0,24.13,4.0,641.83,3875.66,1549000,100,19360,13240
7313,テイ・エス　テック(株),3270,3305,3155,3155,3255,218800,214540,68000000,2.09,66.0,9.33,1.11,338.24,2837.65,315500,100,3785,2551
7420,佐鳥電機(株),862,867,841,841,871,45000,15093,17946826,3.8,32.0,9.32,0.43,90.23,1976.29,84100,100,975,737
7451,三菱食品(株),2616,2727,2594,2617,2625,98700,152114,58125490,1.6,42.0,13.59,1.07,192.51,2455.53,261700,100,2918,2343
7453,(株)良品計画,26980,27440,26040,26040,26960,532200,731151,28078000,0.83,215.0,34.34,5.34,758.2,4877.01,2604000,100,29040,12470
7458,(株)第一興商,4615,4625,4560,4585,4595,84700,266045,58025000,2.18,100.0,19.98,2.43,229.48,1885.45,458500,100,5030,3120
7459,(株)メディパルホールディングス,2081,2100,2016,2016,2101,1139400,492961,244524496,1.19,24.0,17.83,1.16,113.05,1739.01,201600,100,2388,1319
7483,(株)ドウシシャ,2289,2299,2242,2246,2289,87300,83946,37375636,1.78,40.0,16.24,1.46,138.31,1539.05,224600,100,2350,1606
7518,ネットワンシステムズ(株),729,729,706,706,736,494800,60716,86000000,4.25,30.0,18.08,1.07,39.04,656.99,70600,100,955,660
7520,(株)エコス,1127,1135,1074,1074,1138,26700,10891,10140917,1.4,15.0,9.13,1.35,117.62,798.31,107400,100,1360,875
7532,(株)ドンキホーテホールディングス,4650,4665,4440,4440,4710,1003100,701160,157918960,0.45,20.0,29.99,3.3,148.06,1344.64,444000,100,5830,3875
7593,ＶＴホールディングス(株),735,751,709,711,738,273700,84880,119381034,2.53,18.0,17.8,2.71,39.95,262.41,71100,100,870,440
7595,(株)アルゴグラフィックス,1713,1713,1673,1677,1718,22900,18634,11111400,3.58,60.0,9.97,0.89,168.16,1887.03,167700,100,2069,1611
7606,(株)ユナイテッドアローズ,4755,4795,4635,4635,4790,182100,175203,37800000,1.68,78.0,19.74,4.71,234.75,983.83,463500,100,5200,3075
7611,(株)ハイデイ日高,2990,3010,2915,2933,3020,23900,58862,20068980,1.23,36.0,23.02,3.4,127.43,862.49,293300,100,3321,2705
7628,(株)オーハシテクニカ,1381,1384,1322,1329,1394,29400,21583,16240040,2.86,38.0,7.23,0.85,183.82,1563.87,132900,100,1770,1248
7649,スギホールディングス(株),5860,5860,5580,5580,5860,163100,353386,63330838,0.72,40.0,25.6,2.77,217.96,2013.38,558000,100,6750,4820
7701,(株)島津製作所,1777,1777,1699,1700,1785,1311000,503319,296070227,0.82,14.0,23.87,2.36,71.22,719.93,1700000,1000,2115,1145
7731,(株)ニコン,1547,1557,1517,1519,1555,2700400,608935,400878921,1.05,16.0,30.13,1.05,50.41,1444.27,151900,100,1809,1383
7741,ＨＯＹＡ(株),4709,4727,4434,4434,4749,1538500,1845893,416304320,,,,3.22,,1376.68,443400,100,5434,3904
7751,キヤノン(株),3697,3704,3627,3627,3707,4204200,4838227,1333763464,,,16.17,1.23,224.37,2950.15,362750,100,4539,3522
7752,(株)リコー,1177,1187,1153,1153,1185,6667700,859256,744912078,3.03,35.0,10.07,0.71,114.5,1630.7,115350,100,1380,1092
7832,(株)バンダイナムコホールディングス,2818,2820,2732,2732,2808,1258800,606504,222000000,0.88,24.0,20.01,1.95,136.56,1399.48,273200,100,3025,2085
7860,エイベックス・グループ・ホールディングス(株),1533,1535,1476,1477,1546,508400,66465,45000000,3.39,50.0,14.86,1.38,99.37,1068.6,147700,100,2514,1431
7936,(株)アシックス,3545,3545,3435,3435,3550,961400,686873,199962991,0.68,23.5,31.05,3.09,110.63,1112.5,343500,100,4000,2634
7947,(株)エフピコ,4215,4235,4040,4040,4210,66200,178908,44284212,1.53,62.0,19.67,1.96,205.34,2066.16,404000,100,4750,3650
7956,ピジョン(株),3210,3215,3045,3045,3215,754700,370435,121653486,1.18,36.0,40.98,7.93,74.31,384.08,304500,100,4125,2293
7974,任天堂(株),24835,25170,23800,23865,25010,1068200,3380931,141669000,0.63,150.0,81.9,2.39,291.4,9969.88,2386500,100,26050,11140
7988,(株)ニフコ,4700,4700,4340,4385,4740,821600,235713,53754477,2.05,90.0,15.61,1.91,280.96,2292.24,438500,100,5710,3750
8001,伊藤忠商事(株),1447,1459,1416,1416,1455,6650000,2355483,1662889504,3.53,50.0,6.78,0.88,208.8,1606.4,141650,100,1756,1174
8002,丸紅(株),665,670,654,654,665,9197300,1137482,1737940900,3.21,21.0,6.31,0.64,103.72,1026.1,65450,100,750,622
8012,長瀬産業(株),1457,1473,1418,1418,1466,207300,180665,127408285,2.26,32.0,14.89,0.63,95.25,2237.93,141800,100,1736,1349
8015,豊田通商(株),2790,2803,2707,2708,2794,709400,958785,354056516,2.29,62.0,13.61,0.86,199.02,3140.17,270800,100,3525,2526
8020,兼松(株),184,186,180,180,187,3057000,76050,422501010,2.78,5.0,6.06,0.82,29.7,220.61,180000,1000,234,163
8028,(株)ファミリーマート,5640,5680,5430,5440,5620,395400,531396,97683133,2.02,110.0,24.59,1.89,221.23,2882.41,544000,100,6230,4400
8031,三井物産(株),1578,1591,1552,1552,1578,10189100,2788190,1796514127,4.12,64.0,11.59,0.61,133.89,2530.43,155200,100,1759,1445
8036,(株)日立ハイテクノロジーズ,2700,2735,2649,2650,2729,519900,365008,137738730,2.08,55.0,10.59,1.18,250.12,2244.46,265000,100,4120,2401
8043,スターゼン(株),352,355,340,340,350,111000,29838,87759216,2.35,8.0,11.86,0.86,28.67,394.2,340000,1000,444,315
8051,(株)山善,950,974,938,944,950,356900,88585,93840310,2.86,27.0,10.42,1.32,90.62,715.35,94400,100,1185,792
8053,住友商事(株),1285,1291,1241,1241,1287,8501600,1551998,1250602867,4.03,50.0,6.73,0.57,184.32,2187.15,124100,100,1513,1116
8056,日本ユニシス(株),1282,1298,1242,1245,1287,416800,136531,109663524,2.41,30.0,13.78,1.47,90.38,846.64,124500,100,1387,990
8058,三菱商事(株),2259,2310,2199,2199,2255,6225800,3497374,1590076851,2.55,56.0,9.89,0.58,222.42,3788.09,219950,100,2837,2000
8088,岩谷産業(株),728,728,699,699,726,853000,175704,251365028,1.0,7.0,15.64,1.53,44.7,457.55,699000,1000,854,655
8113,ユニ・チャーム(株),2431,2447,2346,2346,2451,2536700,1456477,620834319,0.63,14.8,32.04,3.53,73.22,664.7,234600,100,3398,2305
8114,(株)デサント,1690,1737,1659,1660,1688,156600,127694,76924176,1.02,17.0,17.13,1.92,96.9,865.78,166000,100,2055,1063
8129,東邦ホールディングス(株),2660,2681,2573,2576,2668,221300,201624,78270142,1.01,26.0,17.44,1.14,147.68,2259.69,257600,100,3180,1612
8136,(株)サンリオ,3955,3955,3685,3685,4005,679000,328206,89065301,2.17,80.0,27.93,5.05,131.95,729.58,368500,100,4320,2827
8137,サンワテクノス(株),1115,1123,1080,1082,1128,46200,15622,14438000,2.59,28.0,6.21,0.71,174.13,1534.56,108200,100,1444,990
8159,(株)立花エレテック,1329,1330,1285,1290,1323,26600,33573,26025242,1.86,24.0,9.59,0.61,134.52,2099.33,129000,100,1600,1201
8184,(株)島忠,2932,2934,2856,2856,2961,186000,146767,51389104,2.1,60.0,13.95,0.7,204.74,4052.71,285600,100,3625,2676
8214,(株)ＡＯＫＩホールディングス,1461,1478,1436,1440,1464,178900,131399,91249504,2.78,40.0,11.6,0.94,124.17,1535.0,144000,100,1840,1159
8218,(株)コメリ,2697,2700,2620,2623,2704,136200,142715,54409168,1.37,36.0,16.59,0.93,158.15,2813.73,262300,100,3155,2264
